Id,Churn
0,0.08287172869608941
1,0.5963054185205772
2,0.6302139933785915
3,0.021611689412012112
4,0.009911588835542377
5,0.09222824114616074
6,0.4181021865172936
7,0.2554069944527336
8,0.07692561906013623
9,0.3392438642950657
10,0.25700152112335717
11,0.2152858720872075
12,0.2932976380475977
13,0.15077493723062343
14,0.01958198421277693
15,0.05558594469618038
16,0.17497062922511106
17,0.30526277182572664
18,0.06577909271615091
19,0.03831594668048491
20,0.2019961594743942
21,0.013682330167825645
22,0.6962160353061386
23,0.3481597468260793
24,0.16699995358701147
25,0.38408987136737854
26,0.14851858057602804
27,0.030771463471807804
28,0.09354655248263624
29,0.009585501879020637
30,0.5079023807079602
31,0.2840671230062003
32,0.7110724377761626
33,0.5032913607392545
34,0.10296954375307654
35,0.08903868512643326
36,0.5033610816944477
37,0.1408228546482392
38,0.10772246958546541
39,0.038408714041869386
40,0.34441804995151526
41,0.5798272601041057
42,0.46938415453901755
43,0.24290225931422882
44,0.36786052937856545
45,0.3331384949889671
46,0.21493304059976404
47,0.16607242643471623
48,0.29000139499594235
49,0.24319705362491384
50,0.36632413486655435
51,0.6408168796557269
52,0.31664933848966126
53,0.16962394334720304
54,0.4959286960372786
55,0.008828612638717467
56,0.031914860172664206
57,0.5682537723556045
58,0.5492370765924316
59,0.26815456847911956
60,0.055651250981945156
61,0.4869673326854526
62,0.19030049209665312
63,0.2081535382970748
64,0.7378013694423037
65,0.014461126646381845
66,0.2773717551053525
67,0.4839257041356598
68,0.01467829880565749
69,0.5192240887045194
70,0.5848146910948177
71,0.5134708758914693
72,0.08136912679885822
73,0.5802790485282603
74,0.7851859461068681
75,0.024294837105248743
76,0.16204972193453013
77,0.10146132864830433
78,0.1597781858064372
79,0.019114530186624946
80,0.46046511560546166
81,0.6165808539556411
82,0.7024018691387137
83,0.1597523841148212
84,0.2871992431211596
85,0.09328310782334759
86,0.11514730849089583
87,0.3046305722640409
88,0.3461225460599105
89,0.2871992431211596
90,0.1907525091010081
91,0.23218426877235032
92,0.8016336900849634
93,0.7320485872669886
94,0.005868694350332857
95,0.07071178786453977
96,0.20161149697649275
97,0.6529611217041251
98,0.3048226069167027
99,0.5782595938568964
100,0.04013587301898391
101,0.7482592350980934
102,0.011360716386593604
103,0.46277567639802847
104,0.007374229610443401
105,0.7192723374955208
106,0.2912902582250642
107,0.17982004155603343
108,0.018777764397437998
109,0.13320263439243474
110,0.14716983570512687
111,0.09519630331826939
112,0.441874172030302
113,0.36473622447218423
114,0.010700232496451339
115,0.7646907562075613
116,0.030024082225903956
117,0.010925941144003215
118,0.036228996682013306
119,0.6839587854782443
120,0.11279336550214407
121,0.08001104761002888
122,0.3347028766798792
123,0.35067554566431247
124,0.24953844637784817
125,0.23897704387201
126,0.6408762190754769
127,0.27431798918545636
128,0.2264277853038697
129,0.22425817654320696
130,0.11864961260592302
131,0.10729110661547214
132,0.008607831676443972
133,0.07306656462535129
134,0.28725885700883314
135,0.0669973602350177
136,0.06888044425469421
137,0.016118215548869066
138,0.10175680342619918
139,0.14123293976008333
140,0.027008835230129348
141,0.050795219831816986
142,0.09815669276652254
143,0.15671439810518517
144,0.28887611848445865
145,0.15740886352251
146,0.3230754799474757
147,0.014433598475041052
148,0.005115621337463182
149,0.5875779034836414
150,0.05470615600116098
151,0.5542343024808369
152,0.4245778753984948
153,0.04410403014922212
154,0.3147606556881113
155,0.6910882818105845
156,0.03910441134760483
157,0.16639137307563487
158,0.06258675252507698
159,0.11003809424719348
160,0.31745115233726895
161,0.6564343463350933
162,0.1535099336447146
163,0.0472091951175954
164,0.5033204555342425
165,0.13409013232538014
166,0.09674888505839978
167,0.18379356121966628
168,0.0193944925692343
169,0.5594041446656813
170,0.7002977441009023
171,0.036320664041775946
172,0.3856987507680582
173,0.3676942556375486
174,0.12303405788999384
175,0.5598346844362986
176,0.14283480288095643
177,0.10166237302884801
178,0.038501013232508347
179,0.7764025713211179
180,0.15703568398802137
181,0.09252548004390318
182,0.08447368843539911
183,0.10666254032780856
184,0.2040264538319489
185,0.027126366055718325
186,0.12483343673332355
187,0.01813091476406417
188,0.024873044326110493
189,0.045743200161677926
190,0.014318454281270248
191,0.015104149095174626
192,0.1560954154858255
193,0.08129896142975747
194,0.3980500549182561
195,0.16165576011495703
196,0.06776050325508919
197,0.17285407172943504
198,0.34376231790816447
199,0.5074063441702669
200,0.4296078208850125
201,0.5437217756400612
202,0.19715126275834494
203,0.5592603585764887
204,0.20595202904638593
205,0.017138513444552934
206,0.13317931987915846
207,0.5691402307822628
208,0.5655696585792954
209,0.4867521053193582
210,0.3318662820600428
211,0.10438752645267535
212,0.5804653172129542
213,0.030096155359635626
214,0.04267174037338412
215,0.47983503458048743
216,0.8024209478184836
217,0.7323047542731368
218,0.22039556945403924
219,0.46426136205180824
220,0.4486075758612527
221,0.023507930842530018
222,0.07412606881625275
223,0.11852399742672592
224,0.03452710946942148
225,0.5266475386215376
226,0.2558154219833542
227,0.10979714705156308
228,0.4456726786298152
229,0.39266606173486257
230,0.0061046098751156306
231,0.01454700347235224
232,0.27243901532571646
233,0.023312674215534176
234,0.0382760284592346
235,0.024036719065666637
236,0.7074250952474824
237,0.2829456091941915
238,0.0739627311495333
239,0.39972924859491615
240,0.1571481496558396
241,0.04720078030631513
242,0.11929348612805662
243,0.5101555700209908
244,0.0597558460052415
245,0.13248968482840076
246,0.015562106948354358
247,0.005022136108711361
248,0.1302317225180154
249,0.0600269482858762
250,0.007695278917495212
251,0.04318686458238795
252,0.1408253165210257
253,0.41108548967584535
254,0.38057311005760625
255,0.5464291028793798
256,0.09380270452098834
257,0.22410538447204686
258,0.18101518698467559
259,0.6056178577351329
260,0.14985226622767614
261,0.28864385540739235
262,0.2610902183308498
263,0.4920310697392014
264,0.6506676460587097
265,0.2587232152628588
266,0.5269463712939831
267,0.3626583419757809
268,0.24753309858349506
269,0.1063036982757643
270,0.00976751737383267
271,0.012317187309493449
272,0.3140274882013194
273,0.48813619818929266
274,0.07592888259620194
275,0.34503293185654416
276,0.04316547411733525
277,0.0839762501433321
278,0.17072537240379781
279,0.04874111676131341
280,0.48758489131468247
281,0.10560278788844243
282,0.5377885429238977
283,0.008204726396173048
284,0.21062850678198752
285,0.011546604758137947
286,0.039579809236822895
287,0.009412833083560675
288,0.128621082770382
289,0.6543997209519995
290,0.4346247243598745
291,0.5220580038467609
292,0.10205307054694168
293,0.5071299958455013
294,0.4888915728273739
295,0.08966267603911987
296,0.1039164663900438
297,0.49402677418498153
298,0.010603398330268236
299,0.30562121908922707
300,0.04033684176241001
301,0.15294450234372364
302,0.1633391601344187
303,0.7295220094887495
304,0.02503306871676002
305,0.1595210286690859
306,0.41273911808050917
307,0.46202755689533653
308,0.6964169657668774
309,0.7297815587998803
310,0.05916443604722228
311,0.014563928380711175
312,0.15757503685461466
313,0.05358594256802909
314,0.3743622291971916
315,0.7313685373005735
316,0.051234411826971284
317,0.3154520738528439
318,0.6974451547837114
319,0.47035474774371544
320,0.3897857365339677
321,0.604056548817182
322,0.3959214993253291
323,0.10236804229191321
324,0.04966385324984104
325,0.632878778474082
326,0.01785479590795179
327,0.266002321355885
328,0.006891331411553614
329,0.3665803801412594
330,0.16929525175808194
331,0.3388955951828516
332,0.34987294622984416
333,0.13177291008374856
334,0.49088078573948074
335,0.17877612741037155
336,0.024841483143878528
337,0.23064513081643018
338,0.03182070131264656
339,0.023918174583885118
340,0.5026373406010464
341,0.32368453070753106
342,0.16735884977880056
343,0.2574549842787541
344,0.034902183059263535
345,0.039295136537921944
346,0.4067552025053089
347,0.32506004457312676
348,0.011995861567303564
349,0.3942205615135498
350,0.0951172865230125
351,0.03080049837427576
352,0.2942313240743875
353,0.09923707487723435
354,0.3147025616820108
355,0.030184703524250463
356,0.6953410842413983
357,0.5761663101238665
358,0.6016772393052654
359,0.4866935789138032
360,0.21702186670118728
361,0.018133319560432036
362,0.38211506400828726
363,0.10639026180255959
364,0.27560935767583616
365,0.008408847219997094
366,0.10534928373235586
367,0.1882760480151493
368,0.15190456708789202
369,0.09224956243582866
370,0.169995408983639
371,0.31712227424763595
372,0.08501777309654134
373,0.7433551563744812
374,0.013713774054831287
375,0.19555050798172058
376,0.27939595283587687
377,0.13310955430288288
378,0.5908563475733041
379,0.5213830827248127
380,0.32108145778124
381,0.07049346806320257
382,0.057684321464413074
383,0.4202151849407776
384,0.2755124605861827
385,0.47355765536352906
386,0.5045181330474943
387,0.03493818598988932
388,0.018263829633333575
389,0.018986552772144095
390,0.6188336125022427
391,0.027482238349112276
392,0.5495017637881591
393,0.39418034706032207
394,0.12685656572080647
395,0.40095077778157173
396,0.038408714041869386
397,0.03330487671847795
398,0.16391627943913398
399,0.024390052863278534
400,0.3104653045695313
401,0.16576371799475687
402,0.008507653510575646
403,0.21332665245023893
404,0.02529872419428163
405,0.5079686525961528
406,0.6471263805795658
407,0.35340804033744033
408,0.2985477323268048
409,0.011813012867088402
410,0.09314266915849076
411,0.08763982734024844
412,0.6070640608251989
413,0.5078061818557728
414,0.29202569698021347
415,0.19157301411542313
416,0.019627268936660863
417,0.40983933822875085
418,0.08820065287904963
419,0.10328918134632284
420,0.3976037180875811
421,0.22584007989288174
422,0.39197721133809443
423,0.19404619167224993
424,0.1194123152999284
425,0.6188181224710754
426,0.2470111397165798
427,0.08691957024732011
428,0.805150215574268
429,0.25880008886796807
430,0.04528569104994082
431,0.14283583410695852
432,0.530948017661407
433,0.4969009742560526
434,0.5411335633466001
435,0.6855474241158201
436,0.013232334263922119
437,0.052456531602689614
438,0.2388762798133605
439,0.4153844059955787
440,0.1875727006942028
441,0.3091142789078658
442,0.2034306037905085
443,0.04079988901100391
444,0.2728482765634258
445,0.008468869174046987
446,0.02182112119962596
447,0.04471065142126687
448,0.4134687114134139
449,0.1254237520556181
450,0.5916906791065718
451,0.43712287444340653
452,0.005784598751977173
453,0.5917286318970923
454,0.08091487660926028
455,0.2040417234916073
456,0.2072610206439116
457,0.008658309426783382
458,0.04045076023271995
459,0.10646509821401626
460,0.20659036568232117
461,0.010781265243408082
462,0.021939846575933234
463,0.024957994332572647
464,0.3202404721473436
465,0.1592804236750547
466,0.014251847470715251
467,0.6887299210654139
468,0.21900532792128782
469,0.082507012032601
470,0.45880460550378865
471,0.3558075519067359
472,0.29129191648995223
473,0.2325063650777205
474,0.4615809939896034
475,0.09037169271330595
476,0.656638560785654
477,0.05474033840901762
478,0.10166692388589585
479,0.27043692599790475
480,0.32154444889165246
481,0.025588664641997157
482,0.2939139916519673
483,0.5391232058615755
484,0.0769788523540298
485,0.38820157338665756
486,0.4328252345836299
487,0.27535107265736886
488,0.015116058380844191
489,0.08286256830885598
490,0.6927800849720672
491,0.32425053621730976
492,0.24417574297459244
493,0.09617184677014035
494,0.08775611609830408
495,0.030183335516120312
496,0.10679116905879163
497,0.0750806708928727
498,0.5218992658860393
499,0.10729411785481088
500,0.7213449478759266
501,0.02161424911967245
502,0.1570859935637164
503,0.4324453767369827
504,0.30471689215870545
505,0.018190419168578966
506,0.1757643655830493
507,0.26911340727908345
508,0.566266527115227
509,0.1367541437899541
510,0.6480053790139688
511,0.30725502877422683
512,0.5042034035606462
513,0.427296583399105
514,0.18460245736646141
515,0.11110816656132644
516,0.2425794220855788
517,0.8198233116345263
518,0.41304819832935435
519,0.016996261682265524
520,0.5486279802585851
521,0.06224814009979798
522,0.0206966062079847
523,0.2185952358275692
524,0.8027561968606293
525,0.142311309142193
526,0.40156495893328914
527,0.1607425620742928
528,0.540726565553036
529,0.11537688028919621
530,0.07035186922882525
531,0.10318611644312367
532,0.13128015520215158
533,0.28782458031514424
534,0.7291148015397328
535,0.5719836954136542
536,0.43392946643461194
537,0.07842795025171147
538,0.4661367394225829
539,0.18450159267468805
540,0.46276528947458795
541,0.6837862466679486
542,0.2017865694260599
543,0.18930779294689107
544,0.18938404818373855
545,0.3248490562373322
546,0.4032309537467359
547,0.06089153662958575
548,0.3228178061783932
549,0.061353921247054716
550,0.13402613452638046
551,0.03971170172636936
552,0.015582507668751388
553,0.22357972294383152
554,0.15492144974220992
555,0.11222258112539275
556,0.6162070518552519
557,0.5551764242876468
558,0.155099946361192
559,0.306997169697285
560,0.398061043438165
561,0.010457900815892698
562,0.029064121347300423
563,0.016200389896230405
564,0.2466663871669014
565,0.2893130570879941
